Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
2,7394,0,4,1,0,1,4,3748,11,308,0,5470,5,1,11.489275267046526,0,1,2,1
3,5710,2,4,1,1,0,3,28789,300,435,1,14329,2,2,10.470912625466688,2,2,1,1
1,27331,0,5,2,2,0,0,13453,115,682,2,9389,4,0,18.272023960410948,0,2,1,1
2,15271,0,3,4,1,1,3,13661,157,693,1,11768,8,0,12.582516657318331,1,0,1,1
3,25857,1,3,6,0,1,0,16080,46,382,0,17169,7,2,15.194786394825384,2,2,2,1
2,19965,2,0,2,1,0,0,28681,196,554,2,6806,1,0,15.677262947851256,1,0,0,0
2,26169,2,0,6,2,1,4,30263,311,19,0,1124,7,3,17.15688569352554,2,0,1,1
3,23335,1,2,4,1,1,2,13600,17,7,0,2782,9,2,12.665427078612856,2,0,0,1
3,4366,0,4,3,2,0,3,17810,186,535,1,15316,7,2,17.088346123989957,1,2,2,1
1,17055,0,5,5,0,1,3,37811,221,25,1,20890,9,3,11.637651227912936,2,1,0,1
2,27189,2,3,9,2,1,2,26009,126,99,0,13451,9,2,14.744172637963176,1,0,1,1
0,21003,1,0,3,0,1,3,39565,289,634,0,10384,3,2,12.873143465004157,0,1,2,1
4,23373,1,3,1,0,0,0,3371,196,253,1,12831,7,1,19.075033487516155,0,0,0,0
1,24704,1,0,9,2,0,3,20667,113,646,2,13324,4,2,13.49379345996133,0,2,0,1
5,21797,1,3,2,0,1,0,2420,196,250,2,17233,6,2,10.393174874563746,2,2,1,1
0,12282,1,5,3,2,0,1,22672,68,572,0,8474,1,3,14.286412602607797,1,2,1,1
0,16816,0,1,2,1,0,1,17499,136,450,2,18277,0,1,19.756563807249364,1,0,2,1
3,22152,0,4,6,1,1,2,8720,252,42,2,9981,8,0,16.124480997717612,0,1,1,1
1,20715,0,3,1,1,1,2,33012,195,73,0,16412,4,0,19.795480974238483,1,2,0,1
1,21117,1,1,6,2,1,2,13796,103,22,1,17615,5,3,14.068473657878917,2,1,1,0
4,13559,1,2,6,1,1,4,36668,228,478,2,3788,6,1,12.636847071831172,0,0,0,0
3,16703,0,0,3,2,0,1,7467,74,452,0,1310,0,3,11.140445917401516,0,0,0,0
3,3479,0,3,2,1,0,3,10166,208,407,1,1159,4,3,15.472120733971536,2,1,0,1
3,26703,0,5,9,0,0,2,37141,151,487,2,9326,0,0,11.61230355371677,2,2,1,1
1,17298,0,5,6,0,0,1,31293,93,463,0,19889,7,1,19.247314555317217,1,2,1,1
3,14281,1,1,8,2,1,2,36664,95,79,2,5444,1,2,17.670738407004432,0,2,2,1
1,27697,2,2,2,2,0,2,35399,3,263,1,13962,4,3,14.493212021520204,0,0,1,1
0,11945,0,1,2,1,0,1,13452,328,282,2,8762,8,2,13.988402187754865,0,2,0,1
1,3728,2,0,9,2,0,3,4761,208,281,1,20100,0,1,14.515936828518344,1,2,2,1
1,9197,2,5,8,1,1,2,9078,308,246,2,8782,6,3,15.92205499073399,0,2,0,1
1,19673,1,5,9,1,1,4,2309,157,289,0,13690,1,3,12.941714632485104,1,0,2,1
4,28118,2,4,0,1,0,4,34616,219,363,1,19721,7,2,16.074395277582834,2,2,2,1
4,20293,1,4,6,1,1,2,3342,292,432,0,2740,1,0,10.360433879574378,1,2,0,1
2,14360,1,2,2,0,0,0,42274,31,451,0,10645,9,0,14.68399358546934,0,0,1,0
5,7662,0,4,6,1,1,2,18757,3,139,1,9687,5,2,18.50093330344348,2,1,0,1
5,27599,0,2,7,2,0,4,13563,122,297,0,6457,1,3,10.355775343996024,1,2,2,1
4,24086,1,3,8,0,0,3,26441,10,294,0,14068,7,0,17.608360940593908,2,0,2,1
4,19414,2,3,0,1,1,0,25996,131,243,0,12369,9,3,14.929026887541466,2,2,2,1
0,7523,0,3,5,2,0,2,29980,60,552,1,8708,2,1,13.14567986759434,1,0,2,1
2,10809,0,5,5,0,1,2,26480,134,222,0,1891,4,1,10.933335688971075,2,0,1,1
0,25174,2,1,4,2,1,4,40425,97,255,1,6074,5,3,12.23493198998703,1,1,2,1
1,10012,1,3,2,2,0,4,35073,161,514,0,8861,5,1,14.4678968550245,1,0,2,1
1,25743,2,3,9,0,1,0,9566,76,76,2,18984,3,2,16.47757136838543,0,1,2,1
3,8236,0,4,4,0,0,2,4687,39,370,1,13429,0,3,19.796640119020893,2,0,0,1
3,22640,0,5,2,1,1,1,18450,144,326,1,20954,0,2,12.668706188176197,0,1,0,1
2,19003,2,0,5,0,0,0,24226,84,169,2,12644,3,3,14.633833069922003,1,1,2,1
5,23945,1,4,1,0,0,0,37564,74,591,2,15780,1,1,10.36284056395942,0,2,0,1
3,23314,2,3,9,1,1,1,18914,58,394,1,8742,3,3,19.251776447326503,2,0,1,1
2,27584,0,4,5,0,1,0,1358,329,528,2,10510,3,2,12.049922233131928,2,0,1,1
1,10554,0,5,8,0,0,3,4790,303,100,0,16653,2,3,19.45803655789862,1,0,0,1
2,22355,1,3,6,2,0,0,5116,185,503,2,6363,6,2,10.528644062393177,1,2,0,1
3,3926,2,2,6,1,0,4,34885,127,571,1,18105,7,1,11.8316453128482,1,0,1,1
4,31227,2,0,8,1,0,2,31301,119,589,1,5217,7,0,14.198090042020253,1,1,2,1
5,16061,1,4,3,2,0,1,14860,118,291,1,3280,0,3,16.53510745353643,2,0,0,1
1,20291,2,1,3,0,0,0,28288,202,214,2,10245,3,2,15.888208082637991,2,1,0,0
1,1806,2,2,2,2,1,0,33030,118,172,1,19575,3,1,16.008505228428298,0,1,2,1
2,27619,1,5,6,1,0,0,2922,183,422,2,5842,1,1,13.389492639494351,1,0,2,1
3,13146,2,1,1,2,1,0,17851,120,198,2,564,3,0,12.319331861855582,2,1,1,0
4,4660,1,3,2,0,1,1,35689,208,676,2,6819,7,2,16.973967228899568,0,1,1,1
4,7477,2,4,7,1,1,1,32282,55,45,0,4426,6,3,17.6747854518562,0,0,1,1
5,24781,1,1,1,2,0,0,41598,149,610,2,4925,1,0,14.442507903969048,2,1,2,1
5,16165,2,5,2,1,1,0,25117,130,295,2,6500,6,2,13.39781582033464,1,2,0,1
2,6240,0,5,0,2,1,0,42267,59,532,1,11300,9,0,15.989247636007937,1,1,2,1
1,20953,2,3,9,1,0,3,26529,227,691,2,5373,3,1,12.935081751029529,1,2,0,1
1,4534,1,0,4,2,1,2,14652,1,65,1,16818,7,2,18.440356452813752,1,2,2,1
1,5809,2,3,9,1,1,0,38869,324,267,1,15629,0,2,12.73499350923176,2,2,2,1
1,13292,2,1,0,2,1,1,20077,268,530,0,17128,2,2,19.73190116297625,1,0,0,0
5,18642,0,0,9,2,0,3,30206,189,655,1,7344,0,0,19.54165270206867,1,0,1,0
3,10984,0,0,0,2,0,4,19173,108,71,1,3395,9,0,10.855109526263666,2,1,1,0
3,28012,1,2,4,0,0,1,21225,86,431,1,17263,3,3,18.90815209860957,1,2,1,1
0,5638,1,3,0,0,0,2,31611,71,643,2,17248,5,2,11.960318799304524,2,2,2,1
3,5355,2,3,8,0,0,4,1197,104,486,0,2830,0,1,11.194844056427035,2,1,0,1
3,6241,1,0,1,1,0,2,27764,293,425,2,7200,8,3,13.78578019801327,2,2,1,1
1,736,1,2,5,2,0,2,9099,268,546,0,4737,2,1,17.72127792532479,2,1,1,0
2,28656,2,5,3,2,0,3,40376,188,180,2,17728,9,1,15.372257142395048,1,0,0,1
2,8525,2,4,1,0,1,1,21747,310,77,1,1621,3,3,17.546318981415514,0,2,0,1
0,10142,1,1,0,2,1,0,31755,125,158,0,8220,9,0,10.178077978328302,2,1,0,0
2,18226,0,2,4,0,0,0,24303,173,646,0,7016,1,3,14.911794041682036,1,0,1,0
2,20381,0,0,9,1,0,4,38964,179,304,2,13295,3,0,15.836369837829078,0,1,1,0
2,2802,1,4,3,0,1,3,7786,280,125,0,8637,3,0,10.061946292013545,1,0,1,1
2,25642,1,5,2,2,1,0,39412,10,644,0,18532,8,1,18.97835794484118,1,0,0,1
0,8759,1,3,7,0,0,3,15208,327,389,1,11911,0,2,14.7421564363785,2,1,1,0
1,3769,1,3,1,2,0,2,20957,335,446,2,21197,3,0,15.228816809814138,1,1,1,0
5,23983,2,2,9,1,1,0,7138,94,136,2,6924,0,2,10.34835658344228,2,1,2,1
0,30842,2,0,5,2,0,0,21876,55,422,2,19350,8,3,17.045694575789348,0,0,0,1
3,7712,1,4,4,2,0,4,13057,48,342,0,9163,0,3,12.707961513349533,2,0,0,1
5,4827,1,0,7,0,1,2,30936,335,563,0,4935,8,2,11.995109928459112,1,0,0,1
0,15495,2,4,7,2,1,2,15286,24,242,2,19617,2,1,17.427727234751202,1,1,1,1
2,13668,2,1,7,0,0,2,27263,133,35,2,16566,8,1,17.275642991446045,1,1,1,0
3,18117,2,4,7,1,1,1,15011,122,72,0,18238,8,0,19.08889802532252,0,2,0,1
3,19625,1,2,2,1,0,1,31952,316,678,1,1255,6,1,19.259368718999475,2,0,2,1
4,5693,0,0,3,1,1,0,16216,45,690,0,6029,3,0,16.646836711428147,0,0,2,1
3,20189,0,4,7,0,0,1,35932,97,398,0,3658,2,3,11.895063054548634,0,0,2,1
5,3353,2,4,5,0,0,3,32802,46,14,2,6336,2,1,19.63789482636843,1,2,1,1
1,14537,0,3,0,2,1,2,2127,64,633,2,1728,5,0,19.781272891100297,2,0,2,1
3,23066,2,0,2,2,0,4,22865,251,294,2,19057,0,3,11.68627845393141,1,1,0,0
1,14426,0,3,5,0,1,3,7176,99,163,2,235,2,3,14.542069140218388,0,0,0,1
3,28167,2,5,0,1,1,0,19023,187,72,0,15537,8,1,12.57315655859902,1,2,0,1
4,31374,1,4,2,0,0,3,16020,307,165,2,2023,0,2,16.04755115209796,2,0,1,1
2,717,2,1,4,1,0,3,10947,92,212,0,776,4,2,16.25341488879277,1,2,1,1
3,17729,2,4,8,2,1,2,41876,215,475,1,4924,9,3,13.827051807302922,1,0,2,1
4,8674,0,1,1,2,1,0,3580,291,663,1,2301,3,3,15.5170573346595,0,0,2,1
4,17534,1,5,2,1,1,4,3143,44,385,2,34,0,3,15.405076865689448,1,0,1,1
3,14859,2,0,3,1,0,4,29417,234,581,0,16,4,3,18.197920300005343,0,2,1,1
5,30664,2,3,9,0,0,0,8642,280,9,2,7714,2,3,11.038062903309845,0,2,2,1
0,27490,2,2,1,2,0,0,24900,264,137,2,522,4,1,14.468273486124463,0,1,1,1
5,7069,2,4,0,2,0,2,22384,284,167,0,12439,2,2,12.656241797157952,1,2,0,1
5,28470,0,2,9,0,1,3,10023,138,660,0,19836,5,2,15.22670759027216,2,0,0,0
4,26253,0,3,8,2,0,3,32693,92,594,0,16436,8,2,11.102190762136235,2,1,0,1
4,22697,0,0,8,0,1,2,35373,216,100,2,2823,6,2,19.061759745241996,1,0,2,1
3,5005,0,2,6,2,0,4,35617,172,153,2,9466,1,2,17.627693162326064,2,0,2,1
2,27396,1,2,3,1,1,4,27059,328,237,0,13835,6,1,13.80796846729976,2,2,2,1
0,27184,2,0,7,2,0,0,18719,49,237,0,12472,7,0,13.986054123559706,2,1,2,1
2,20357,0,1,4,1,1,1,36056,325,99,1,7672,5,2,10.972342688613267,2,1,0,0
0,23054,1,2,7,0,0,4,18356,228,282,0,15727,1,0,12.98411790211938,1,0,2,1
0,4385,2,4,9,0,0,4,14622,299,306,2,16935,7,1,17.227823136110256,1,2,1,1
4,4297,2,3,7,2,0,3,24493,81,316,1,11868,7,0,16.472416527798526,0,1,2,1
2,1702,1,1,5,0,0,0,22602,26,105,0,18518,4,2,14.45607898054604,2,2,0,1
0,6304,2,3,9,1,0,2,34493,322,598,2,7968,4,0,10.577957093916671,2,0,0,1
4,18364,0,2,2,2,1,1,37636,37,621,1,9526,2,1,16.512520674184646,2,2,2,1
2,21162,2,4,4,1,0,4,22544,308,449,1,5961,2,0,19.71410900130473,2,2,0,1
5,13333,0,4,2,1,1,2,12859,220,321,2,18502,5,0,19.531679263776567,0,1,0,1
1,19723,2,3,0,1,0,0,7051,53,144,2,3507,1,0,16.747648330917126,1,0,2,1
1,20250,2,3,5,2,0,2,5342,191,303,2,15641,8,3,10.986132661702932,2,0,2,1
0,12115,2,2,9,1,1,2,35869,251,154,2,825,7,1,17.27096258233618,2,0,2,1
3,243,0,2,4,0,0,3,15347,28,650,0,14281,1,2,15.343215172562076,2,2,2,1
3,24761,1,5,0,2,0,2,13055,4,236,1,5379,1,2,12.538327120196708,0,2,0,1
3,21057,0,4,4,0,0,3,482,236,132,2,13937,7,3,12.515195399849912,2,0,0,1
4,11768,2,5,9,2,0,4,23604,64,351,1,19558,3,1,11.427357621591185,0,0,2,1
5,22389,1,4,8,1,0,1,20255,3,167,0,17845,8,3,13.591573020117682,0,2,0,1
0,22974,0,4,4,0,0,4,39509,172,250,0,14101,5,1,16.284412730305043,1,1,2,1
4,9678,1,4,6,0,1,0,11451,122,636,2,15316,1,2,16.40012665670199,2,2,0,1
0,11673,1,5,7,1,0,2,22768,167,687,1,3800,3,3,10.940510480726548,2,2,1,1
3,4808,2,5,0,1,1,0,27944,242,431,0,17834,5,2,18.906009639651742,0,1,2,1
1,6019,2,2,8,1,0,1,36387,187,274,2,17296,9,0,14.2148891242424,2,0,1,1
0,14167,2,1,3,0,1,4,15798,282,356,0,19726,0,0,16.341671731769292,2,1,1,0
1,27785,1,2,8,0,1,4,15097,151,506,2,20779,1,1,19.406230804564487,0,0,1,0
1,31271,2,3,4,0,0,1,27678,78,354,0,2369,1,2,10.150006648941623,2,0,2,1
2,15439,1,3,1,0,1,0,18052,27,57,0,17268,6,3,12.731345164967452,1,1,2,1
3,12846,2,0,6,0,0,4,42246,330,270,0,11597,1,3,11.653848010327756,2,1,1,0
4,5324,0,1,1,2,1,1,25427,172,31,2,3232,6,1,15.298599032974362,1,1,0,0
1,15368,0,1,5,2,1,2,11572,230,445,1,14369,8,1,12.209425842232603,1,1,2,1
5,7506,2,1,9,1,0,0,19259,149,592,1,2475,0,2,11.18629510013198,0,2,2,1
4,25681,2,2,4,0,1,0,39560,246,205,2,14973,7,0,16.040958827742777,1,2,1,1
1,21268,2,0,3,1,1,3,24079,54,187,0,5387,6,3,12.782232785810145,2,2,2,1
0,3203,1,5,0,1,0,0,16484,83,262,1,12612,4,2,15.811290100982998,1,1,1,1
4,25216,0,2,0,1,1,3,15888,37,73,1,268,3,0,12.070417841346227,0,0,1,0
0,2555,2,4,9,1,0,4,27201,209,364,2,1607,8,0,18.045274797326343,0,2,1,1
1,8219,0,4,5,1,1,4,18822,143,193,1,1412,4,1,13.26181496477739,2,0,0,1
0,1424,0,0,0,2,1,1,42054,177,426,0,2410,0,3,15.972488787515315,1,1,1,0
5,19044,0,1,1,2,1,2,10903,266,556,0,4129,1,1,18.79705796400324,2,2,1,1
2,9107,1,2,2,0,1,1,725,99,264,0,12320,6,1,11.05539828945129,1,2,2,1
1,26491,2,5,2,2,1,0,20002,162,405,2,2372,4,1,18.3465470249114,1,1,1,1
0,15578,2,4,9,1,0,4,32739,254,403,1,10694,8,2,15.761922344283107,2,2,2,1
2,26461,0,4,4,1,0,3,18323,106,184,0,5212,0,1,18.542565867339544,0,2,0,1
0,8619,0,2,6,2,1,0,4720,103,66,0,16298,9,0,11.27139771536002,2,2,2,1
4,4091,0,3,6,0,0,0,36441,202,615,2,12584,0,0,14.775353992731688,1,0,0,1
3,17805,1,4,8,0,0,4,41485,19,613,2,461,9,0,17.400831170679492,2,0,2,1
5,30135,0,3,0,2,0,4,6862,174,333,0,5156,2,1,12.089147562726914,2,2,1,1
0,14441,1,1,6,1,1,2,31878,262,519,2,7641,4,2,13.915562676897508,0,2,1,1
3,2492,0,0,9,0,1,1,13558,185,169,2,3526,6,1,12.094536472567016,0,0,2,1
5,3714,0,1,2,0,1,2,20593,143,492,2,5696,2,3,12.784384009812182,1,1,1,0
3,11308,0,2,7,1,0,1,14603,197,53,2,5882,5,1,12.617532110364031,1,0,1,0
3,19898,0,2,2,0,1,3,6046,242,380,2,21108,2,1,11.596576159802654,1,1,1,0
4,10256,2,3,5,0,0,4,32336,137,409,0,3788,1,3,12.863915922174629,0,0,1,1
0,18822,0,3,3,2,1,4,2874,181,581,2,8,5,3,19.61968440089724,1,0,1,1
2,1758,1,2,7,1,1,0,36157,152,530,1,1868,4,0,11.43678593612916,1,1,1,0
2,10792,1,2,8,2,1,0,3724,278,617,2,143,0,1,11.840647968536729,0,2,2,1
2,1808,1,4,3,0,1,1,7669,327,492,2,10541,9,0,17.742318724339995,2,0,0,1
2,25001,1,0,5,2,1,1,11550,316,228,0,17482,5,0,10.381253154368048,1,1,1,0
0,5296,0,5,7,0,1,4,32102,329,189,2,18313,7,0,15.554793565221718,2,1,1,1
0,9849,1,2,3,0,1,1,12243,70,198,2,2087,5,1,17.408279078837868,0,1,2,1
5,11660,0,1,7,1,0,1,15078,256,480,0,6680,5,0,11.29759810487806,1,0,2,1
4,7892,1,4,6,0,0,4,20348,241,262,2,15473,4,0,13.561945054440542,0,2,2,1
2,18259,2,5,6,2,1,1,19248,320,666,2,9905,6,3,15.096109039155458,1,0,2,1
5,25790,2,3,3,2,0,4,2603,74,29,2,5293,5,1,15.418385013487494,2,1,0,1
4,5395,0,3,3,1,1,0,11954,47,59,0,20569,3,2,11.220069297699876,2,0,1,1
3,16489,0,1,7,2,0,2,9496,333,284,1,14730,6,1,19.65540842221472,2,2,1,1
1,16776,0,5,4,0,1,2,18636,115,404,1,8394,3,0,10.55091605419957,0,1,0,1
0,27683,1,3,7,2,0,3,5885,106,140,1,2959,0,1,12.541594334285772,2,1,2,1
1,8952,1,1,4,0,0,0,1487,212,695,2,4594,9,3,13.726139020481083,1,1,2,1
1,27532,2,2,0,0,0,1,39763,312,197,0,12518,9,1,11.154801841919266,0,1,1,1
5,18381,0,0,5,2,0,1,12729,215,473,2,2167,0,1,17.195540908515422,0,2,2,1
1,7538,1,2,0,2,1,3,964,29,139,0,20777,3,0,10.044749946246194,1,0,2,1
1,23657,2,3,1,1,1,2,8461,132,140,1,15017,6,1,17.95639434898159,1,0,0,1
1,4057,2,0,1,2,0,1,5098,10,620,2,21572,8,0,16.962823592358315,2,1,0,0
5,19439,0,3,5,1,0,2,36654,139,244,2,9283,4,3,12.136426983197088,1,0,1,1
0,22147,0,2,5,1,0,1,39927,27,566,2,16138,4,1,19.635427427329912,1,2,0,1
0,6608,2,2,6,2,0,1,16697,102,309,1,20415,6,3,10.926416073703397,0,0,2,1
4,11238,0,5,2,2,0,4,26970,171,545,2,10772,5,3,12.427020452748716,1,0,1,1
3,21163,0,2,8,1,1,3,19697,294,243,0,77,1,0,11.66614175677812,1,2,0,1
0,27977,1,3,2,0,0,1,8230,72,250,2,4523,0,3,16.11323035805239,1,2,0,1
4,16437,2,0,9,2,0,3,13364,133,520,1,5263,8,0,19.840649424152875,1,1,2,1
1,16556,1,5,4,1,1,1,12769,29,0,2,8055,9,1,16.017434751301902,0,2,1,1
5,15101,2,2,3,2,0,1,15037,2,680,1,6734,0,0,19.09380029443785,0,0,0,1
2,5571,1,4,6,0,0,1,32635,171,661,1,16981,8,3,14.494632064727629,2,2,1,1
1,20365,0,5,8,0,0,4,26100,71,691,0,2447,4,3,18.732944713949188,2,1,0,1
2,18461,2,4,5,2,0,4,3252,179,51,0,13708,0,2,12.078797714981274,2,1,1,1
0,7911,1,4,2,1,1,1,34162,86,351,2,7996,9,1,16.413300255592674,1,0,0,1
1,9653,2,1,7,1,1,0,27808,260,402,0,3052,1,2,10.937036110193873,2,0,2,1
3,19757,2,1,1,2,1,3,13677,195,411,0,5577,6,3,10.917808546231436,1,1,0,0
4,4157,1,0,8,0,1,0,40047,296,47,1,6255,5,0,19.162218863879527,1,1,0,0
3,16700,0,0,0,2,0,0,42088,2,496,2,4690,6,1,14.025374739200828,2,2,1,1
3,26537,1,3,0,2,1,3,16272,13,631,0,11693,5,2,16.2567996328268,0,2,1,1
5,29819,0,4,2,1,1,2,36318,38,212,2,2531,1,0,10.452306213946992,0,2,2,1
5,2944,2,2,2,2,1,1,38123,130,113,2,10649,7,2,14.690914662390124,1,1,1,1
4,19725,0,2,7,1,1,1,7690,197,484,2,6814,5,0,12.579909626924534,2,1,2,1
2,10679,0,5,2,2,0,0,16928,86,15,2,2674,0,1,14.907928193346098,1,1,0,1
3,12780,2,2,1,2,1,1,22602,72,406,2,1262,5,2,14.993826206633411,0,1,2,1
4,29114,2,0,8,2,1,3,5283,291,280,0,4788,4,3,12.9856954161931,0,0,1,0
5,7991,0,0,5,1,1,0,16332,280,324,2,13925,4,2,19.46800807776423,0,1,1,0
5,710,1,3,1,1,1,4,5795,154,394,0,3390,8,0,17.59032074700644,2,1,0,0
0,2099,0,4,0,0,1,4,993,229,464,2,5271,5,3,12.695017383591283,2,1,0,1
1,7761,0,1,8,0,0,4,7135,81,349,2,20354,6,0,13.009245346684551,0,2,0,1
5,2866,2,2,0,2,1,2,5809,121,55,0,21340,0,0,10.405142999096553,1,2,2,1
5,17827,1,5,7,2,1,1,8108,266,229,1,12205,3,0,14.23598232861527,0,2,2,1
4,17445,2,4,6,1,1,1,10597,73,658,1,18243,9,2,11.468591374596532,0,1,2,1
1,20270,2,4,2,1,0,3,13645,286,571,1,6339,7,2,10.997290078358144,0,0,0,1
4,23409,0,4,1,1,0,3,393,213,213,0,12303,1,1,16.166900133102864,2,1,0,1
4,7904,0,0,3,2,0,2,30884,247,206,0,4742,8,2,13.453123758185985,1,2,1,1
4,17970,1,4,3,2,1,1,7924,327,488,0,7892,7,3,14.591521804397525,0,0,1,1
2,13545,0,2,2,2,1,1,23019,319,118,1,14619,8,3,17.477816563184643,0,0,2,1
3,24027,0,2,5,2,1,2,12118,321,477,2,15851,0,3,19.76731050886587,1,1,0,0
0,25269,2,3,4,1,1,1,34969,125,283,2,2049,8,2,14.124749055223404,2,0,0,1
1,28046,0,2,9,0,1,1,15107,8,577,1,4451,4,1,13.864299717061614,1,1,0,0
0,30220,1,5,4,0,1,3,10725,230,483,1,9406,4,2,10.91658336184309,0,0,0,1
5,2468,2,5,4,2,0,0,31503,69,425,2,17937,1,1,18.6141726177188,2,2,0,1
2,12785,0,2,5,2,0,4,9026,288,41,1,7352,6,3,14.85161625938356,2,0,2,1
2,13977,2,5,4,1,1,3,8125,108,267,1,17455,1,0,13.648798726142658,0,2,1,1
4,5014,1,0,3,2,0,0,30343,159,552,0,14596,8,2,12.29006742011735,0,1,2,1
4,25899,1,3,2,1,1,3,28042,79,332,0,11436,6,0,12.696920194857196,2,2,1,1
3,2972,2,4,3,0,1,1,9807,309,560,0,876,6,0,13.469580800499324,0,0,2,1
3,26928,1,3,2,1,1,4,40454,10,345,2,9276,5,0,19.521748833008747,1,1,0,0
1,22109,2,3,1,2,0,1,34360,147,358,2,18969,9,0,10.52343299843368,0,0,1,1
3,16155,2,2,9,1,0,0,31213,141,6,2,4187,9,0,12.83472015892125,2,1,2,1
2,10471,1,4,5,0,0,4,16826,172,67,0,887,1,1,11.044605528475453,1,1,2,1
1,8314,0,2,0,1,1,2,42262,3,393,0,19952,2,3,14.773238347940048,2,2,2,1
0,7921,0,4,9,2,0,3,29541,137,13,0,5016,0,2,19.4056674234511,0,1,0,1
0,10030,1,0,2,1,0,4,24908,27,269,1,6007,4,2,15.492237445039102,2,0,0,0
3,21289,1,0,9,1,1,4,28719,149,444,2,21340,4,0,10.275554051646168,0,2,2,1
3,22904,0,2,2,0,1,2,37797,231,459,1,15551,5,1,10.302140118247737,2,0,1,0
1,11448,1,5,4,0,0,2,18773,150,416,1,12309,8,1,17.255824570646503,0,0,1,1
2,6024,0,2,4,1,1,0,11910,107,667,2,11631,4,3,12.94002036447688,2,0,1,0
3,26374,2,2,8,0,1,3,18910,154,432,1,16850,5,3,15.230110285013136,0,2,1,1
5,30805,0,4,2,1,0,3,14069,44,696,1,3331,9,3,14.128117080163676,0,1,0,1
1,18621,2,1,6,1,0,4,40480,252,145,1,13368,8,3,17.968489374580187,1,1,2,1
0,28855,0,4,3,1,1,2,25338,327,615,0,20430,9,3,13.992852206301336,2,0,2,1
3,20401,1,2,3,2,0,3,29990,284,668,1,6137,3,0,11.231987321392984,1,1,2,1
2,17599,0,2,2,0,1,4,30176,237,27,1,19555,4,1,17.261432953268923,2,0,1,0
5,14919,2,0,8,2,0,3,9898,18,446,0,13977,3,3,14.62743170812091,2,0,1,0
4,24552,2,0,8,1,1,1,30268,210,697,0,15736,5,2,19.943627297714112,1,0,2,1
4,18941,0,5,2,0,0,2,41488,135,659,1,17170,4,0,12.490590536841037,0,1,0,1
0,15397,0,3,1,1,1,1,22215,188,692,0,14855,5,1,12.110160534893906,1,2,0,1
3,14894,1,2,5,2,1,0,34301,79,351,0,212,0,2,18.961404807580134,1,2,1,1
5,9328,1,2,0,2,1,1,16563,194,375,0,15721,7,2,12.088785419971092,2,1,1,1
1,17572,0,3,0,1,0,0,7482,190,291,2,10905,6,3,11.15405936996468,1,1,0,1
0,25733,1,1,6,1,1,0,21446,286,329,1,6002,3,0,19.582259363675437,2,1,0,0
5,27524,1,5,7,0,1,2,35359,251,505,0,2141,5,0,19.066183906396187,2,2,0,1
0,28338,0,5,6,0,0,1,35334,177,6,1,16460,7,3,17.72476042394951,2,2,0,1
4,4288,2,2,9,1,0,2,21532,327,563,0,6540,3,2,16.129231293889074,2,0,1,1
5,11749,0,2,9,1,0,2,38059,44,297,2,14875,3,1,16.897532345870516,2,1,0,0
4,2429,2,0,4,1,0,0,33210,162,689,0,1712,9,0,17.906070560439048,0,2,1,1
4,18219,2,4,4,2,1,2,18579,185,388,0,11155,4,2,16.487281994209404,2,1,2,1
0,16160,1,5,0,0,1,2,6115,20,95,1,19833,3,0,16.722955345940388,1,2,2,1
5,12819,0,2,8,1,1,0,30820,77,185,1,217,8,1,12.513402298958413,0,1,2,1
1,15756,2,0,2,1,0,4,2200,326,95,2,8209,5,1,14.006506984164174,1,1,1,0
5,21853,1,3,4,1,0,3,25163,207,201,2,10412,8,2,19.67661544238909,2,0,0,1
5,14747,1,2,6,1,0,0,36642,91,418,2,21345,5,1,19.79694544934354,0,2,1,1
0,12965,0,0,9,2,1,2,18626,147,129,0,1282,4,0,18.12937867960264,2,0,2,1
3,13607,0,4,7,1,0,1,34910,152,112,1,19626,9,1,16.16798951510102,2,2,2,1
4,7435,0,0,4,2,0,2,2410,286,633,1,1748,6,1,19.330045239145264,0,1,1,0
2,28476,2,5,8,2,0,3,84,202,657,2,6092,9,0,12.691662009845368,1,0,2,1
3,18400,1,3,2,0,0,3,21462,152,53,2,14935,3,2,13.137659392428397,0,1,2,1
3,4272,0,3,3,1,0,0,40503,4,369,2,12247,9,2,14.84617865264754,1,2,0,1
5,13687,2,0,7,1,1,1,1915,29,89,0,19667,4,2,10.475617531864035,2,0,2,1
1,2985,2,1,0,1,0,2,27031,309,24,1,15570,1,0,14.191954706008437,0,0,0,0
0,5201,2,3,5,2,1,2,15443,101,680,2,10259,7,3,10.242542997503108,1,0,0,1
4,23714,0,5,6,0,0,1,27533,75,519,0,18841,6,3,16.809618732407845,1,1,0,1
5,21685,2,5,6,0,0,2,31432,242,360,2,14682,9,2,13.746130220896134,0,1,1,1
3,1554,2,2,0,0,0,2,19365,262,505,2,7645,5,2,14.080722325518035,0,1,0,1
5,6956,0,4,4,0,0,0,7150,25,47,1,11345,2,3,19.05889299675848,0,2,1,1
4,29311,1,5,4,0,1,1,35141,276,115,2,6786,9,0,13.10407590733359,2,0,1,1
